bodyname; position x; position y; position z
neptune; 27.296148624106056; -12.350015700698679; -0.3739847957480994
sun; 0.005667419766129336; -0.0008662285745296924; -0.00018009447408442718
jupiter; -3.7671937333083956; 3.7614436353442615; 0.06862005655059328
saturn; -5.494741493185096; -8.36960328930963; 0.3640951226718633
uranus; 19.29359933068992; 5.35195300697819; -0.23054624254946735
neptune; 27.555396991951497; -11.746365013346757; -0.39236489560059395
sun; 0.005873543508247735; -0.0011990816278633146; -0.0001814031269398283
jupiter; -4.740459415583335; 2.562689746891433; 0.09537570950907745
saturn; -4.542725595669021; -8.963067357402883; 0.3365079801406919
uranus; 19.05050718792487; 6.112881626007899; -0.22457443612193584
neptune; 27.80568054733527; -11.126364411362875; -0.41087500725712317
sun; 0.006113719632561712; 0.0004809445852405395; -0.00019239512323443298
jupiter; -5.32134147213706; 1.122282120352103; 0.11435537783348679
saturn; -3.5134617275027655; -9.446666370229197; 0.30393775503572595
uranus; 18.770782019855798; 6.876506891851057; -0.21811737982699253
neptune; 28.046159723200738; -10.490025505884892; -0.42949558023275636
sun; 0.005899292104965822; 0.0002513784695630514; -0.00018388702892467807
jupiter; -5.449958070155719; -0.43964396648455145; 0.12372049614421878
saturn; -2.418533190439791; -9.808674832941133; 0.2666416844537032
uranus; 18.453170898354063; 7.640918861599515; -0.21116589592093246
neptune; 28.275976610215416; -9.837390141566408; -0.4482060153353915
sun; 0.00568972384213442; 0.0019763645097859435; -0.00018421902727249793
jupiter; -5.099436804869546; -1.988265530661617; 0.12231016970031429
saturn; -1.2713023237639829; -10.038313308209009; 0.22496390653799833
uranus; 18.096491933013176; 8.404070479730272; -0.20371222551101106
neptune; 28.49425517840725; -9.168532678599888; -0.46698463399079804
sun; 0.005014506415647813; 0.0015919927736330953; -0.00016397263794922222
jupiter; -4.279624443918434; -3.380692435175492; 0.10975160977034215
saturn; -0.08691479064386128; -10.126012642027842; 0.17934040658843592
uranus; 17.699642833212213; 9.163776848029201; -0.1957501630305791
neptune; 28.700102642794437; -8.48356127130342; -0.4858086730682884
sun; 0.0043862165459301545; 0.0030900800002238334; -0.00015328706804483607
jupiter; -3.040928266719304; -4.4737536265271185; 0.0865784699743937
saturn; 1.1177327755728228; -10.063626185627252; 0.13030105437578765
uranus; 17.261616149458707; 9.917713036476915; -0.18727523763992315
neptune; 28.89260987436638; -7.78262027364983; -0.5046542574287728
sun; 0.003359825142156357; 0.002281311541686069; -0.00012274098904907632
jupiter; -1.478454517330684; -5.134124126586286; 0.05436540295062375
saturn; 2.324036757724795; -9.84473704083308; 0.07847348488920934
uranus; 16.78150851828686; 10.663414177961645; -0.17828485717137052
neptune; 29.07085288753717; -7.065891401518076; -0.5234963987720529
sun; 0.002507515610260982; 0.0033059655003291827; -0.00010450575728782453
jupiter; 0.2655109216232597; -5.252407040262006; 0.01584200197862531
saturn; 3.5117587455294066; -9.46490741228793; 0.02458462434889625
uranus; 16.258537969482575; 11.398275161802065; -0.16877850879763903
neptune; 29.23389347342494; -6.333596209680727; -0.5423089723996161
sun; 0.0014122936672544425; 0.0018775075562957675; -6.933282210206239e-05
jupiter; 2.0030576852418718; -4.762741359913096; -0.025060955671529536
saturn; 4.659173896383777; -8.922041826866755; -0.030537251473227185
uranus; 15.692053778575138; 12.119551628308532; -0.1587579133274396
neptune; 29.380780839111033; -5.5859970408846324; -0.5610647209550517
sun; 0.0006986957245187884; 0.0023212462443586786; -5.1416531585938155e-05
jupiter; 3.5116712705582116; -3.6662909948669657; -0.0633609116624816
saturn; 5.743264225979352; -8.216749409645839; -0.0859623690391615
uranus; 15.081555678261525; 12.824362017874828; -0.14822724398160247
neptune; 29.51055265819866; -4.8233994592988765; -0.5797352395753147
sun; -4.793235227802082e-05; 0.0002948606496233879; -2.127937364584448e-05
